<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
MDMG;D;220721;000000;392.7000000;13979
MDMG;D;220722;000000;402.0000000;14906
MDMG;D;220725;000000;407.5000000;34108
MDMG;D;220726;000000;428.0000000;95214
MDMG;D;220727;000000;424.2000000;51444
MDMG;D;220728;000000;422.0000000;29070
MDMG;D;220729;000000;461.2000000;149525
MDMG;D;220801;000000;440.1000000;263725
MDMG;D;220802;000000;418.0000000;71506
MDMG;D;220803;000000;431.0000000;55358
MDMG;D;220804;000000;441.4000000;32933
MDMG;D;220805;000000;418.1000000;47995
MDMG;D;220808;000000;435.5000000;38536
MDMG;D;220809;000000;437.0000000;14083
MDMG;D;220810;000000;444.0000000;21856
MDMG;D;220811;000000;447.0000000;32104
MDMG;D;220812;000000;436.5000000;84319
MDMG;D;220815;000000;443.8000000;20856
MDMG;D;220816;000000;455.4000000;61792
MDMG;D;220817;000000;462.2000000;31389
MDMG;D;220818;000000;476.8000000;76428
MDMG;D;220819;000000;481.1000000;101506
MDMG;D;220822;000000;472.8000000;89316
MDMG;D;220823;000000;469.2000000;61643
MDMG;D;220824;000000;472.2000000;34038
MDMG;D;220825;000000;469.6000000;66043
MDMG;D;220826;000000;467.9000000;29614
MDMG;D;220829;000000;461.0000000;43684
MDMG;D;220830;000000;462.0000000;83713
MDMG;D;220831;000000;462.0000000;32556
MDMG;D;220901;000000;471.6000000;71462
MDMG;D;220902;000000;484.0000000;383631
MDMG;D;220905;000000;474.0000000;411492
MDMG;D;220906;000000;464.0000000;115019
MDMG;D;220907;000000;458.8000000;58023
MDMG;D;220908;000000;497.2000000;540175
MDMG;D;220909;000000;482.1000000;279666
MDMG;D;220912;000000;489.0000000;86976
MDMG;D;220913;000000;485.0000000;37187
MDMG;D;220914;000000;477.6000000;79207
MDMG;D;220915;000000;482.0000000;38107
MDMG;D;220916;000000;489.0000000;82486
MDMG;D;220919;000000;486.2000000;33376
MDMG;D;220920;000000;437.4000000;152484
MDMG;D;220921;000000;422.2000000;126777
MDMG;D;220922;000000;421.1000000;39592
MDMG;D;220923;000000;406.4000000;88824
MDMG;D;220926;000000;358.0000000;120472
MDMG;D;220927;000000;360.0000000;31621
MDMG;D;220928;000000;343.0000000;54738
MDMG;D;220929;000000;343.4000000;33489
MDMG;D;220930;000000;356.9000000;80331
MDMG;D;221003;000000;402.0000000;125109
MDMG;D;221004;000000;418.3000000;102078
MDMG;D;221005;000000;410.4000000;58804
MDMG;D;221006;000000;414.7000000;45907
MDMG;D;221007;000000;395.2000000;36990
MDMG;D;221010;000000;407.3000000;81410
MDMG;D;221011;000000;419.8000000;63746
MDMG;D;221012;000000;438.2000000;135380
MDMG;D;221013;000000;442.8000000;63255
MDMG;D;221014;000000;440.1000000;36198
MDMG;D;221017;000000;446.5000000;32727
MDMG;D;221018;000000;451.2000000;53575
MDMG;D;221019;000000;439.0000000;50623
MDMG;D;221020;000000;448.6000000;38773
MDMG;D;221021;000000;446.5000000;19978
MDMG;D;221024;000000;450.2000000;37989
MDMG;D;221025;000000;463.6000000;63773
MDMG;D;221026;000000;468.9000000;239392
MDMG;D;221027;000000;470.2000000;60987
MDMG;D;221028;000000;473.5000000;47836
MDMG;D;221031;000000;475.0000000;102384
MDMG;D;221101;000000;472.0000000;49741
MDMG;D;221102;000000;468.2000000;53231
MDMG;D;221103;000000;481.0000000;147610
MDMG;D;221107;000000;484.5000000;60052
MDMG;D;221108;000000;478.7000000;39387
MDMG;D;221109;000000;457.1000000;31985
MDMG;D;221110;000000;463.9000000;47099
MDMG;D;221111;000000;463.0000000;26998
MDMG;D;221114;000000;459.7000000;25932
MDMG;D;221115;000000;451.0000000;25805
MDMG;D;221116;000000;450.0000000;18222
MDMG;D;221117;000000;455.0000000;35785
MDMG;D;221118;000000;457.4000000;31727
MDMG;D;221121;000000;445.0000000;49552
MDMG;D;221122;000000;449.9000000;12746
MDMG;D;221123;000000;450.8000000;7261
MDMG;D;221124;000000;462.9000000;67174
MDMG;D;221125;000000;458.9000000;14236
MDMG;D;221128;000000;448.5000000;25932
MDMG;D;221129;000000;444.1000000;19558
MDMG;D;221130;000000;442.7000000;18991
MDMG;D;221201;000000;442.8000000;21071
MDMG;D;221202;000000;438.2000000;42479
MDMG;D;221205;000000;437.6000000;33054
MDMG;D;221206;000000;436.1000000;21820
MDMG;D;221207;000000;428.8000000;125943
MDMG;D;221208;000000;428.2000000;33893
MDMG;D;221209;000000;422.0000000;31231
MDMG;D;221212;000000;423.1000000;30817
MDMG;D;221213;000000;420.1000000;13659
MDMG;D;221214;000000;411.5000000;24756
MDMG;D;221215;000000;407.7000000;11860
MDMG;D;221216;000000;405.9000000;13605
MDMG;D;221219;000000;404.6000000;12462
MDMG;D;221220;000000;414.2000000;21208
MDMG;D;221221;000000;417.0000000;16901
MDMG;D;221222;000000;427.5000000;39537
MDMG;D;221223;000000;425.9000000;13093
MDMG;D;221226;000000;416.1000000;29860
MDMG;D;221227;000000;417.0000000;16292
MDMG;D;221228;000000;419.2000000;8698
MDMG;D;221229;000000;424.9000000;9733
MDMG;D;221230;000000;423.9000000;13383
MDMG;D;230103;000000;432.6000000;13426
MDMG;D;230104;000000;432.0000000;12446
MDMG;D;230105;000000;439.1000000;42659
MDMG;D;230106;000000;436.9000000;13743
MDMG;D;230109;000000;432.1000000;27522
MDMG;D;230110;000000;435.9000000;21585
MDMG;D;230111;000000;439.5000000;31448
MDMG;D;230112;000000;440.0000000;13399
MDMG;D;230113;000000;437.1000000;20615
MDMG;D;230116;000000;438.4000000;22590
MDMG;D;230117;000000;437.2000000;20359
MDMG;D;230118;000000;446.4000000;111879
MDMG;D;230119;000000;448.9000000;58876
MDMG;D;230120;000000;446.9000000;13714
MDMG;D;230123;000000;450.0000000;20451
MDMG;D;230124;000000;448.7000000;21431
MDMG;D;230125;000000;447.2000000;35125
MDMG;D;230126;000000;445.0000000;8104
MDMG;D;230127;000000;451.0000000;35123
MDMG;D;230130;000000;460.0000000;38136
MDMG;D;230131;000000;468.0000000;57099
MDMG;D;230201;000000;481.0000000;82208
MDMG;D;230202;000000;478.3000000;48777
MDMG;D;230203;000000;477.4000000;37138
MDMG;D;230206;000000;472.5000000;187092
MDMG;D;230207;000000;470.8000000;24490
MDMG;D;230208;000000;466.9000000;32474
MDMG;D;230209;000000;469.5000000;28442
MDMG;D;230210;000000;468.6000000;10800
MDMG;D;230213;000000;474.0000000;26900
MDMG;D;230214;000000;462.2000000;32088
MDMG;D;230215;000000;441.0000000;53448
